,title,artist,album,genre,publisher,agency,pub_date,listeners,streams
671,마음 단단히 먹어 (Feat. 에일리),MC몽,MISS ME OR DISS ME,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2014.11.03,520656,6157285
672,눈물이 툭 (Feat. 박경 Of 블락비),지아 (Zia),눈물이 툭,발라드 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2012.11.16,245338,1421224
673,게임의 법칙,구피 (Goofy),GOOFY III,댄스 / 가요,RIAK,,1999.05.03,41686,321375
674,별,태무,별,전체 / 가요,RIAK,,2002.01.01,16343,301144
675,"끌림 (바니와 오빠들 X 에릭남 (Eric Nam), 이나은 (에이프릴))",에릭남 (Eric Nam) & 이나은 (에이프릴),"끌림 (바니와 오빠들 X 에릭남 (Eric Nam), 이나은 (에이프릴))",인디 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2020.11.08,120585,1332806
676,나쁜놈 (Feat. 소야),마이티 마우스 (Mighty Mouth),나쁜놈,랩/힙합 / 가요,미러볼뮤직,다해이엔티,2012.05.10,327221,3139382
677,"울고, 불고...",지아 & 포맨 (4MEN),"울고, 불고...",발라드 / 가요,카카오엔터테인먼트,제이엔컴퍼니,2010.10.19,376609,3674087
678,잘 지내 (Feat. 정인),자이언트핑크,너를 사랑하진 않아,랩/힙합 / 가요,(주)삼쩜일사,미스틱엔터테인먼트,2018.03.19,35622,396470
679,연애 같은 걸 하니까,소란 (SORAN),Polar,인디 / 가요,해피로봇 레코드,해피로봇레코드,2017.11.22,218000,3699540
680,사랑님,Various Artists,트롯 전국체전 PART.10,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.02.14,8073,90021
681,가까이 와봐,이승철,방황,전체 / 가요,"지니뮤직, Stone Music Entertainment",미래로21,1992.11.01,2192,7047
682,사랑해서…(이영현 솔로),빅마마 (Big Mama),Blossom,R&B/소울 / 가요,(주)비씨에스뮤직,(주)에셀인터내셔널,2007.10.02,67172,522275
683,눈 내리는 마을,애프터스쿨 & 브라운아이드걸스 & K.will & 간미연 & 테이 & 숙희 & 안영민,눈 내리는 마을,댄스 / 가요,RIAK,오픈월드엔터테인먼트,2009.12.22,130867,525906
684,너의 가슴으로 가는 길,Various Artists,스마일 어게인 OST (SBS 수목드라마),드라마 / OST,YG PLUS,(주)YG엔터테인먼트,2006.05.17,18133,213606
685,"별, 그대 (The Only Star)",황치열,Be Myself,발라드 / 가요,NHN벅스,하우엔터테인먼트,2018.04.24,430113,7258300
686,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),씨스타 (Sistar),Give It To Me,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2013.06.11,463615,4041785
687,Kiss Me,샵 (S#arp),Flat Album,댄스 / 가요,RIAK,,2001.11.01,142374,810038
688,"하늘, 바다, 나무, 별의 이야기",조관우,My First Story,발라드 / 가요,주식회사 이앤스토리뮤직,실미디어,1994.10.01,10540,56333
689,1년 정거장,G-DRAGON,Heartbreaker,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2009.08.18,224582,2180927
690,시간이 필요해,김재환,MOMENT,전체 / 가요,"지니뮤직, Stone Music Entertainment",스윙엔터테인먼트,2019.12.12,186016,10517848
691,모퉁이를 비추는 햇빛,오늘모해,모퉁이를 비추는 햇빛,국내CCM / CCM,CCMHUB,오늘모해,2020.06.10,281,812
692,Everyday I Love You (Feat. 하슬) (ViVi),이달의 소녀,ViVi,댄스 / 가요,㈜다날엔터테인먼트,블록베리크리에이티브,2017.04.17,31148,228649
693,키다리 아저씨,백아연,청담동 앨리스 OST PART.3 (SBS 주말드라마),드라마 / OST,오감엔터테인먼트,935엔터테인먼트,2012.12.15,112338,697142
694,천하무적 (Feat. 박장근),MC몽,His Story,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2005.05.13,284589,2009445
695,별의 별,Apink (에이핑크),Dear,댄스 / 가요,카카오엔터테인먼트,플랜에이 엔터테인먼트,2016.12.15,281370,2762307
696,훔쳐 (Feat. Double K),도끼 (Dok2),Thunderground (EP),랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",(주)맵더소울,2009.11.25,205557,3139501
697,널 너무 사랑해서 (Feat. 정은지 of 에이핑크),MC몽,U.F.O,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2016.11.02,667173,10514632
698,불공평해 (Unfair),EXO,"SING FOR YOU - 겨울 스페셜 앨범, 2015",발라드 / 가요,Dreamus,SM ENTERTAINMENT,2015.12.10,628756,12728407
699,이별의 그늘,윤상,이별의 그늘,전체 / 가요,지니뮤직,Stone Music Entertainment,1991.09.01,242636,1390537
700,가려진 시간 사이로,윤상,PART1 그래도 안녕,전체 / 가요,지니뮤직,Stone Music Entertainment,1992.10.01,215113,1093169
701,예쁘다 (에어플레인) (MR),Musicsum (뮤직섬),뮤직섬 MR반주 2013 최신인기가요 9,전체 / 가요,블루미디어 (BLUE MEDIA),(주)블루아이씨티,2013.03.07,83,272
702,Hot Baby,베스티,Hot Baby,댄스 / 가요,카카오엔터테인먼트,YNB Entertainment (와이앤비엔터테인먼트),2014.07.28,140332,953117
703,이상하다 참 (Feat. 칸토 of 트로이),민아 (걸스데이),I am a Woman too,R&B/소울 / 가요,㈜인터파크,㈜인터파크,2015.03.16,153202,1574391
704,바다를 나는 거북이 (Prod. by 이단옆차기),정세운,EVER,R&B/소울 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2017.08.31,147256,1597636
705,SO CURIOUS,IZ*ONE (아이즈원),BLOOM*IZ,댄스 / 가요,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, OFF THE RECORD Entertainment",2020.02.17,140082,2219083
706,눈물에 얼굴을 묻는다,장나라,First Story,발라드 / 가요,(주)비씨에스뮤직,(주)내츄럴나인,2001.06.01,212113,1039162
707,이해해,박다혜,이해해,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.10.13,121251,2141672
708,그녀에게,유엔 (UN),그녀에게,전체 / 가요,오감엔터테인먼트,컨텐츠 코리아 (콘텐츠 코리아),2005.05.13,336832,2410979
709,HONEY BEE (Prod. by 박근태),루나 (LUNA) & 하니 (EXID) & 솔라 (마마무),HONEY BEE,댄스 / 가요,(주)삼쩜일사,"미스틱엔터테인먼트, (주)SM엔터테인먼트, 바나나컬쳐, (주)RBW",2017.01.19,166035,1224527
710,혼자가 편해졌어 (Feat. 케이윌) (ELSIE (은정)) (MR 원키),Musicen,MR반주 뮤직엔 2015 Vol.24,전체 / 가요,(주)뮤직엔닷컴,,2015.07.03,15,26
711,덜덜덜,EXID,Full Moon,댄스 / 가요,Sony Music,바나나컬쳐,2017.11.07,1275198,19891365
712,그래도 남자니까 (Feat. 이상인),MC몽,180 Degree,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2004.04.23,438128,3847798
713,단 하루라도 나로 살아보면,미교,단 하루라도 나로 살아보면,발라드 / 가요,지니뮤직,KC Entertainment,2019.10.19,121970,2091015
714,모두 잠든 후에,김원준,모두 잠든 후에,전체 / 가요,이엔이미디어,제일기획,1992.01.01,221451,1304118
715,권태중독 (Feat. 선우정아),MC몽,SONG FOR YOU,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2015.03.02,282216,3082332
716,TIAMO,티아라 (T-ara),REMEMBER,댄스 / 가요,㈜인터파크,MBK엔터테인먼트,2016.11.09,195598,2000168
717,아지랑이,쏜애플 (THORNAPPLE),이상기후,인디 / 가요,해피로봇 레코드,해피로봇레코드,2014.06.12,103379,1482610
718,창피해,박봄 (Park Bom),Spring,R&B/소울 / 가요,㈜다날엔터테인먼트,디네이션,2019.03.13,138969,1446474
719,날 보러와요,Various Artists,트롯 전국체전 FINAL,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.02.21,13301,128663
720,이별이란 게 뭐라고,임도혁,이별이란 게 뭐라고,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.12.26,47228,879569
721,진절머리 (Feat. Okasian & Dok2),빈지노 (Beenzino),2 4 : 2 6,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",ILLIONAIRE RECORDS (일리네어 레코즈),2012.07.03,258424,2874956
722,반창고,MC몽 & 허각,반창고,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2017.02.16,307095,4860457
723,바람아 (Feat.빈지노),김예림 (Lim Kim),Simple Mind,댄스 / 가요,(주)삼쩜일사,"㈜미스틱89, 미스틱엔터테인먼트",2015.04.27,145371,1258609
724,예쁜 속옷,지나,예쁜 속옷,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2014.05.12,357215,3118078
725,True Colors,JBJ,True Colors,댄스 / 가요,카카오엔터테인먼트,"Stone Music Entertainment, 카카오엔터테인먼트, 페이브엔터테인먼트",2018.01.17,49048,1580319
726,Young 20 (Prod. by 이대휘),박지훈,O'CLOCK,발라드 / 가요,NHN벅스,마루기획㈜,2019.03.26,52927,4696291
727,결혼합니다 (Duet. 태사비애),지천비화 (地天悲話),결혼합니다,발라드 / 가요,주식회사 티에스앤엔터테인먼트,SC엔터테인먼트 (Sc entertainment),2010.08.26,70830,1559870
728,Ice Cream (Feat. Maboos),현아,MELTING,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2012.10.21,418279,2651202
729,2월,쏜애플 (THORNAPPLE),계몽,락 / 가요,카카오엔터테인먼트,해피로봇레코드,2019.07.04,24139,362832
730,공,Various Artists,트롯 전국체전 FINAL,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.02.21,10153,142243
731,MaMa,바비 킴 (Bobby Kim),Love Chapter.1 (Special Album),R&B/소울 / 가요,지니뮤직,㈜오스카이엔티,2009.01.12,102490,937874
732,ONE,ASTRO (아스트로),All Yours,댄스 / 가요,카카오엔터테인먼트,판타지오뮤직,2021.04.05,131699,4209280
733,오락실,한스밴드,1집 - 한스밴드 (Hans Band),전체 / 가요,뮤직앤뉴,웰메이드예당,1998.09.23,258927,1524862
734,My Tale,박원,사이코지만 괜찮아 OST Part.3 (tvN 토일드라마),드라마 / OST,NHN벅스,모스트콘텐츠,2020.07.05,202641,1684799
735,Beautiful,Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU),발라드 / 가요,지니뮤직,"YMC엔터테인먼트, Stone Music Entertainment",2017.11.13,1739283,50970900
736,MAD (Feat. 언터쳐블),바다 (BADA),바다를 바라보다...,댄스 / 가요,오감엔터테인먼트,바이민 엔터테인먼트,2009.08.06,333713,1930084
737,밤을 새 (Feat. 베이식),허각,밤을 새,R&B/소울 / 가요,카카오엔터테인먼트,에이큐브 엔터테인먼트,2015.10.14,438196,4865446
738,종이새,김예림 (Lim Kim),Simple Mind,댄스 / 가요,(주)삼쩜일사,"㈜미스틱89, 미스틱엔터테인먼트",2015.04.27,29142,167096
739,바람났어 (Feat. 박봄),무한도전,무한도전 서해안 고속도로 가요제,전체 / 가요,지니뮤직,MBC (문화방송),2011.07.02,693610,4512178
740,SOUL,H&D (한결 & 도현),SOULMATE,댄스 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2020.04.21,24076,352588
741,180˚ (Feat. 인태 & Supasize),MC몽,180 Degree,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2004.04.23,191747,997068
742,New York (Feat. 백지영),MC몽,MISS ME OR DISS ME,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2014.11.03,382183,3603630
743,잠깐만요,어쿠루브,잠깐만요,인디 / 가요,카카오엔터테인먼트,브릿지미디어,2016.12.23,340646,4010986
744,다시 (Feat. 유재석),터보,AGAIN (다시),전체 / 가요,NHN벅스,더 터보 컴퍼니,2015.12.21,463052,4447688
745,홀로 아리랑,Various Artists,트롯 전국체전 PART.7,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.01.17,4994,38107
746,그대이기에,The One (더원),엽기적인 그녀 OST Part.1 (SBS 월화드라마),드라마 / OST,(주)삼쩜일사,㈜래몽래인,2017.06.05,49291,378394
747,우리 잠깐 쉬어갈래요,Various Artists,노들뮤직 Vol. 1 오직 너를 위한 고백,인디 / 가요,해피로봇 레코드,"민트페이퍼, 광합성",2016.08.30,143027,1183882
748,눈이 멀었다,MC몽,FLOWER 9,랩/힙합 / 가요,카카오엔터테인먼트,(주)밀리언마켓,2021.03.02,305746,2204343
749,바질 (Feat. BrotherSu),매드 클라운 (Mad Clown),Anything Goes,랩/힙합 / 가요,(주)소리바다,소울컴퍼니,2011.11.04,300902,3253051
750,Peek-A-Boo,카라 (KARA),카라(KARA) 7th Mini Album 'In Love',댄스 / 가요,카카오엔터테인먼트,DSP 미디어,2015.05.26,7186,44247
751,영원,조관우,My 3rd Story About...,발라드 / 가요,,,1996.11.22,135813,622289
752,꿈에 (솔지 SOLO),EXID,Full Moon,댄스 / 가요,Sony Music,바나나컬쳐,2017.11.07,46463,416153
753,우리 사랑했잖아 (다비치 & 티아라) (멜로디MR),Musicsum (뮤직섬),MR반주 뮤직섬 2012 최신가요 4,전체 / 가요,블루미디어 (BLUE MEDIA),(주)블루아이씨티,2012.06.18,214,529
754,웃픈 하루,지오디 (god),god Single Album,발라드 / 가요,카카오엔터테인먼트,"㈜아이에이치큐 (iHQ), god",2015.12.09,401254,4090068
755,눈이 내린다,지오디 (god),눈이 내린다,발라드 / 가요,카카오엔터테인먼트,"㈜아이에이치큐 (iHQ), god",2018.11.27,160612,1324296
756,고마워 고마워,라디 (Ra. D),작은 이야기,R&B/소울 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2013.03.29,158355,1298567
757,나를 잊지마요,걸스데이 (Girl's Day),Girl's Day Party ＃5,댄스 / 가요,㈜인터파크,㈜인터파크,2012.10.26,284999,2171144
758,일주일 (247) (Feat. Zion.T & Crush & DEAN),정기고 (Junggigo),247,R&B/소울 / 가요,카카오엔터테인먼트,(주)스타쉽 엑스,2015.10.27,285512,2245587
759,온도 (Feat. 수란),MC몽,CHANNEL 8,랩/힙합 / 가요,Dreamus,(주)밀리언마켓,2019.10.25,563177,5573815
760,Simple Love (Feat. 나비),Various Artists,BlueBrand Part 1,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",드림엔트루,2009.04.15,215873,1917747
761,Stay Together,2NE1,2NE1 1st Mini Album,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2009.07.01,169123,1504506
762,나랑 사귈래,다이아 (DIA),YOLO,댄스 / 가요,㈜인터파크,MBK엔터테인먼트,2017.04.19,239528,3495917
763,너를 보네 (Feat. 권정열 of 10cm),소란 (SORAN),너를 보네,인디 / 가요,해피로봇 레코드,해피로봇레코드,2016.09.22,336945,3744583
764,D-Day,정기고 (Junggigo),내 아이디는 강남미인 OST Part.5 (JTBC 금토드라마),드라마 / OST,워너뮤직,withHC,2018.08.24,146870,1703267
765,여자로보여,콜딘 (Coldin),여자로보여,R&B/소울 / 가요,주식회사 루미넌트엔터테인먼트,(주)어베인뮤직 (Urbane Music),2015.02.27,326123,4320535
766,I LUV U,헨리 (HENRY),I LUV U,R&B/소울 / 가요,카카오엔터테인먼트,몬스터엔터테인먼트그룹,2019.08.09,90174,1075193
767,낯선 길,Various Artists,닥터 이방인 OST (SBS 월화드라마),드라마 / OST,주식회사 이앤스토리뮤직,,2014.07.09,40573,327956
768,너를 지워야만 나 사는데,더 크로스 (The Cross),Rush,락 / 가요,3.14,GF Entertainment,2005.05.31,12560,89339
769,농담 반 진담 반,슈가볼 (Sugarbowl),NUANCE,인디 / 가요,미러볼뮤직,러브웰레코드,2014.05.07,383566,4647986
770,행복해 (Feat. 키겐 of 팬텀),애즈원,아이가 다섯 OST Part.2 (KBS2 주말드라마),드라마 / OST,Dreamus,에이스토리,2016.04.02,234564,1445506
771,"미안해요, 고마워요",변진섭,He'story,전체 / 가요,뮤직앤뉴,웰메이드예당,2005.01.11,12041,47767
772,헤어지자,서인영,Forever Young,발라드 / 가요,지니뮤직,(주)서인영컴퍼니,2013.05.15,194659,2142226
773,가(miami mix),유니 (U;NEE),U;nee Code,전체 / 가요,(주)비씨에스뮤직,,2003.06.01,113821,483714
774,이별까지는 생각 못 했어,이우,이별까지는 생각 못 했어,발라드 / 가요,㈜다날엔터테인먼트,다날엔터테인먼트,2020.07.19,122925,1631764
775,I'm In Love,시크릿 (Secret),SECRET SUMMER,댄스 / 가요,(주)래드컴,(주)RBW,2014.08.11,288738,2632507
776,출 (出),리사,인수대비 OST Part.1 (JTBC 주말드라마),드라마 / OST,오감엔터테인먼트,브릿지미디어,2011.12.23,6677,89281
777,잊지마요 (Feat. 박지훈),하성운,잊지마요,발라드 / 가요,㈜인터파크,스타크루 이엔티,2019.01.28,485606,17360539
778,세글자 (Ivy Mix Ver.),Various Artists,Ivy Mega Mix 2006 (아이비 메가 믹스 2006),댄스 / 가요,카카오엔터테인먼트,ESJ엔터테인먼트,2006.08.17,4229,19412
779,Look,GOT7 (갓세븐),Eyes On You,전체 / 가요,Dreamus,(주)JYP엔터테인먼트,2018.03.12,532236,11188096
780,사랑 바보,양수경,양수경 미니앨범,발라드 / 가요,지니뮤직,레몬이엔티(LEMON Ent),2016.07.09,16198,72318
781,오직 그대만,Various Artists,"친구, 우리들의 전설 OST",드라마 / OST,지니뮤직,(주)예술의 봄,2009.07.02,44954,368006
782,자꾸자꾸,일기예보,소원,전체 / 가요,오감엔터테인먼트,,1997.09.05,63565,191302
783,돌아보지마 (Follow Me & You),이진혁,S.O.L,랩/힙합 / 가요,카카오엔터테인먼트,㈜티오피미디어,2019.11.04,13190,2392636
784,왠지 (Somehow),다이아 (DIA),Do It Amazing,발라드 / 가요,㈜인터파크,MBK엔터테인먼트,2015.09.15,245415,4371308
785,립스틱 짙게 바르고,Various Artists,트롯 전국체전 PART.7,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.01.17,7033,66373
786,자꾸 생각나,소란 (Soran) & Sam Ock & 꽃잠 프로젝트 (GGot Jam Project),자꾸 생각나,인디 / 가요,해피로봇 레코드,해피로봇레코드,2015.03.05,364076,2435627
787,내가 설렐 수 있게,Apink (에이핑크),Pink Revolution,댄스 / 가요,카카오엔터테인먼트,플랜에이 엔터테인먼트,2016.09.26,871994,13760494
788,하지마 (Stop it),B.A.P,하지마,댄스 / 가요,(주)래드컴,(주)RBW,2012.10.23,171853,1956606
789,너를 원해 (Feat. Beenzino),정기고 (Junggigo),Want U,랩/힙합 / 가요,카카오엔터테인먼트,(주)스타쉽 엑스,2014.05.09,933368,11841515
790,삐뚤어졌어,Various Artists,bright #1,인디 / 가요,해피로봇 레코드,해피로봇레코드,2013.10.04,143373,1251942
791,고마웠다고...,팀,Second Breath,발라드 / 가요,카카오엔터테인먼트,ESJ엔터테인먼트,2004.01.01,147811,963309
792,세상은 요지경,신신애,신신애…오락가락,트로트 / 가요,(주)비씨에스뮤직,,2003.06.01,44249,129073
793,Wonderful Day,JBJ,True Colors,댄스 / 가요,카카오엔터테인먼트,"Stone Music Entertainment, 카카오엔터테인먼트, 페이브엔터테인먼트",2018.01.17,41772,1484731
794,블랙홀 (Feat. 에일리),MC몽,U.F.O,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2016.11.02,300667,3359764
795,haaAakkKKK!!!,OurR (아월),haaAakkKKK!!!,인디 / 가요,지니뮤직,해피로봇레코드,2019.08.01,34843,235245
796,GO,Elsa Esmeralda,Sculpting Storms,일렉트로니카 / POP,Ingrooves Music Group,"Flick Records , Flick Agency AB",2021.10.15,0,0
797,봄에 오면 괴롭힐 거예요,앤씨아 & 육성재 (비투비),봄에 오면 괴롭힐 거예요,발라드 / 가요,주식회사 인에이블파인드,제이제이홀릭미디어 (JJHOLIC MEDIA),2016.12.26,84951,576063
798,19금 Profile (Feat. The Quiett & Dok2),빈지노 (Beenzino),2 4 : 2 6,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",ILLIONAIRE RECORDS (일리네어 레코즈),2012.07.03,276696,4689865
799,그 남자를 떠나,지오디 (god),THEN & NOW,댄스 / 가요,카카오엔터테인먼트,"㈜아이에이치큐 (iHQ), god",2019.01.10,436927,4590083
800,BIRD,하성운,My Moment,댄스 / 가요,㈜인터파크,스타크루 이엔티,2019.02.28,517048,25790424
801,Don't Stop The Music,2NE1,2NE1 2nd Mini Album,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2011.07.28,80470,309843
802,Baby Good Night,GD & TOP,GD & TOP 정규앨범 1집,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2010.12.24,205967,1903054
803,메아리,김태우,T-School,발라드 / 가요,3.14,소울샵엔터테인먼트,2011.03.29,92843,862234
804,Sad,손승연,부부의 세계 OST Part.3 (JTBC 금토드라마),드라마 / OST,카카오엔터테인먼트,"JTBC 스튜디오, 모스트콘텐츠",2020.04.11,88295,716313
805,잘할게,SE7EN,Se7olution,전체 / 가요,YG PLUS,,2006.11.01,210595,1355327
806,내가 먼저,도겸 (SEVENTEEN),위대한 유혹자 OST Part. 3 (MBC 월화드라마),드라마 / OST,카카오엔터테인먼트,본 팩토리,2018.04.10,75635,1251320
807,뜨거운 설탕 (Hot Sugar),터보,TURBO SPLASH,댄스 / 가요,NHN벅스,더 터보 컴퍼니,2017.07.25,65042,484664
808,심상치 않아 (Feat. 주영),키썸 (Kisum),심상치 않아,랩/힙합 / 가요,카카오엔터테인먼트,"(주)맵스엔터테인먼트, 카카오엔터테인먼트",2015.07.23,301842,3659644
809,반짝반짝,BIGBANG,REMEMBER,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2008.11.05,72962,400228
810,But I Love U (Sampling By Rhu Of Redd Holt Unlimited),BIGBANG,빅뱅 미니앨범 2집 'Hot Issue',댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2007.11.22,151692,1351084
811,그럴걸,김나영,연애플레이리스트2 OST Part.3,드라마 / OST,3.14,스페이스오디티,2017.07.28,535933,7351203
812,태양의 그림자,엠씨더맥스 (M.C the MAX),한반도 OST Part.1 (TV조선 월화드라마),드라마 / OST,(주)삼쩜일사,㈜래몽래인,2012.02.06,9533,87014
813,누가울어,Various Artists,트롯 전국체전 PART.7,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.01.17,8923,127231
814,입술자국,F-ve Dolls (파이브돌스),입술자국 (Digital Single),댄스 / 가요,㈜인터파크,㈜인터파크,2011.02.11,17432,138091
815,Goodbye,라디 (Ra. D),Realcollabo,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",리얼콜라보,2008.12.12,64341,547353
816,Com' Back,젝스키스,Com' Back,댄스 / 가요,카카오엔터테인먼트,DSP 미디어,1999.09.01,308357,2641754
817,Luv D.N.A (Feat. 나비),MC몽,Humanimal,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",M.A. Wild Dog,2009.07.23,141434,1385297
818,FM,크레용팝 (CRAYON POP),2015 2nd Mini Album 'FM',댄스 / 가요,주식회사 루미넌트엔터테인먼트,크롬엔터테인먼트,2015.03.27,97663,984732
819,그 길에,임한별,미스티 OST Part. 5 (JTBC 금토드라마),드라마 / OST,NHN벅스,모스트콘텐츠,2018.03.17,146940,3189890
820,19금 She's Gone (Feat. Kush),G-DRAGON,Heartbreaker,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2009.08.18,113048,1141641
821,악몽,GD & TOP,GD & TOP 정규앨범 1집,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2010.12.24,107505,1032313
822,BOOMERANG (부메랑),Wanna One (워너원),0＋1=1 (I PROMISE YOU),댄스 / 가요,지니뮤직,"YMC엔터테인먼트, Stone Music Entertainment",2018.03.19,1298569,37045249
823,조강지처클럽3(내가 지켜줄꺼야),Various Artists,조강지처클럽 OST,전체 / OST,카카오엔터테인먼트,JIN-AH ENTERTAINMENT,2008.05.07,9683,113708
824,가라지,Various Artists,트롯 전국체전 PART.1,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2020.12.12,20082,283884
825,바보,혜령,To Expection First,R&B/소울 / 가요,RIAK,WEA Records Korea,2003.02.05,331874,1880246
826,Hello (Feat. 다라),G-DRAGON,Heartbreaker,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2009.08.18,163763,987820
827,빨리 전화해 (Feat. KUSH),MOBB (MINO (송민호) & BOBBY),The MOBB,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2016.09.09,552352,6873975
828,알아요,양파,Together,발라드 / 가요,㈜다날엔터테인먼트,코어컨텐츠미디어,2012.05.09,97173,1280197
829,동화 같은 사랑,Apink (에이핑크),Pink LUV,댄스 / 가요,카카오엔터테인먼트,에이큐브 엔터테인먼트,2014.11.24,79720,725762
830,영원한 사랑 (씨야 & 다비치 & 티아라 (T-ara)) (MR),SingerTech (싱어텍),SingerTech MR 2013 - Vol.31,전체 / 가요,주식회사 이앤스토리뮤직,Singertech,2013.08.27,740,1852
831,Memory,김범수,Again (Remake),발라드 / 가요,Universal Music,폴라리스 엔터테인먼트,2005.01.14,10322,45806
832,사랑 앞에서,정은지,딴따라 OST Part.6 (SBS 수목드라마),드라마 / OST,㈜다날엔터테인먼트,케미컬레코드,2016.05.19,81207,661303
833,Goodbye,웬디 (WENDY),뷰티 인사이드 OST Part.6 (JTBC 월화드라마),드라마 / OST,뮤직앤뉴,"뮤직앤뉴, 스튜디오앤뉴",2018.11.06,968618,15077655
834,눈을 보고 말해요,라디 (Ra. D),눈을 보고 말해요,발라드 / 가요,"지니뮤직, Stone Music Entertainment",미스틱엔터테인먼트,2017.03.04,233840,1461907
835,Awoo,김예림 (Lim Kim),Simple Mind,댄스 / 가요,(주)삼쩜일사,"㈜미스틱89, 미스틱엔터테인먼트",2015.04.27,253752,1852537
836,On My Way (Feat. Zion.T),도끼 (Dok2),HUSTLE REAL HARD,랩/힙합 / 가요,힙합플레이야,ILLIONAIRE RECORDS (일리네어 레코즈),2011.04.19,412899,7441625
837,No more,김예림 (Lim Kim),Simple Mind,댄스 / 가요,(주)삼쩜일사,"㈜미스틱89, 미스틱엔터테인먼트",2015.04.27,59646,494572
838,우리가 사는 이야기 (Feat. 메건리),지오디 (god),Chapter 8,전체 / 가요,카카오엔터테인먼트,"sidus HQ, god",2014.07.08,411217,3369854
839,Nothing Without You (Intro.),Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU),발라드 / 가요,지니뮤직,"YMC엔터테인먼트, Stone Music Entertainment",2017.11.13,332972,6142603
840,Love Rain (Feat. 수란),유주 (여자친구),Love Rain,발라드 / 가요,카카오엔터테인먼트,쏘스뮤직,2018.06.29,143061,1195304
841,힙합 뮤직 (Feat. 임정희),주석,Superior Vol.2 - Seoul City's Finest,랩/힙합 / 가요,해피로봇 레코드,해피로봇레코드,2005.08.02,79069,355868
842,숨바꼭질,터보,AGAIN (다시),전체 / 가요,NHN벅스,더 터보 컴퍼니,2015.12.21,129070,822504
843,슬픈 사랑,프라하 (Praha),북경 내 사랑 OST (KBS2TV 월화드라마),드라마 / OST,카카오엔터테인먼트,ESJ엔터테인먼트,2004.05.10,506,1459
844,Twilight,Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU),발라드 / 가요,지니뮤직,"YMC엔터테인먼트, Stone Music Entertainment",2017.11.13,483570,8006950
845,담배 좀 줄여,미스에스 (Miss＄),담배 좀 줄여,랩/힙합 / 가요,NHN벅스,브랜뉴뮤직 (Brand New Music),2012.09.26,74592,562659
846,꿈을 꾸다 (Main Ver.),김태우,꿈을 꾸다 - 아이리스 (Iris) OST Part.4,드라마 / OST,지니뮤직,(주)태원엔터테인먼트,2009.11.11,346027,2792225
